Building Name,District Name,County,"City, State, Zip Code",Performance Index Score 2015-16,City,State,Zip Code,Code+4
Ripley-Union-Lewis-Huntington High School,Ripley-Union-Lewis-Huntington Local,Brown,"Ripley, OH, 45167-8993",69.417,Ripley, OH, 45167,8993
Rittman High School,Rittman Exempted Village,Wayne,"Rittman, OH, 44270-1280",91.157,Rittman, OH, 44270,1280
Ritzman Community Learning Center,Akron City,Summit,"Akron, OH, 44312-2525",92.473,Akron, OH, 44312,2525
River High School,Switzerland of Ohio Local,Monroe,"Hannibal, OH, 43931-0037",64.198,Hannibal, OH, 43931,0037
River Valley High School,River Valley Local,Marion,"Caledonia, OH, 43314-9456",75.806,Caledonia, OH, 43314,9456
River View High School,River View Local,Coshocton,"Warsaw, OH, 43844-9714",82.509,Warsaw, OH, 43844,9714
Riverdale High School,Riverdale Local,Hancock,"Mt Blanchard, OH, 45867-9783",83.170,Mt Blanchard, OH, 45867,9783
Riverside Elementary School,Riverside Local,Logan,"De Graff, OH, 43318-9406",87.766,De Graff, OH, 43318,9406
Riverside Elementary School,Toledo City,Lucas,"Toledo, OH, 43608-1447",57.926,Toledo, OH, 43608,1447
Riverside School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44111-1322",73.820,Cleveland, OH, 44111,1322
Riverside Jr/Sr High School,Riverside Local,Lake,"Painesville, OH, 44077-5323",82.786,Painesville, OH, 44077,5323
Riverside High School,Riverside Local,Logan,"De Graff, OH, 43318-9406",68.030,De Graff, OH, 43318,9406
Riverview Elementary School,Stow-Munroe Falls City School District,Summit,"Munroe Falls, OH, 44262-1312",89.139,Munroe Falls, OH, 44262,1312
Robert H Jamison School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44128-1826",39.832,Cleveland, OH, 44128,1826
Stevenson Elementary,Grandview Heights Schools,Franklin,"Columbus, OH, 43212-3519",110.844,Columbus, OH, 43212,3519
Roberts Academy: A Paideia Learning Community,Cincinnati City,Hamilton,"Cincinnati, OH, 45214-1502",56.320,Cincinnati, OH, 45214,1502
Robinson Elementary School,Toledo City,Lucas,"Toledo, OH, 43606-4859",47.617,Toledo, OH, 43606,4859
Robinson Community Learning Center,Akron City,Summit,"Akron, OH, 44306-1655",53.213,Akron, OH, 44306,1655
Robinson G Jones Elementary School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44135-3460",61.990,Cleveland, OH, 44135,3460
Robinwood Lane Elementary School,Boardman Local,Mahoning,"Youngstown, OH, 44512-1704",97.143,Youngstown, OH, 44512,1704
Rock Creek Elementary School,Jefferson Area Local,Ashtabula,"Rock Creek, OH, 44084-9428",91.457,Rock Creek, OH, 44084,9428
Rockdale Academy Elementary School,Cincinnati City,Hamilton,"Cincinnati, OH, 45229-2421",68.653,Cincinnati, OH, 45229,2421
Rockway Elementary School,Clark-Shawnee Local,Clark,"Springfield, OH, 45504-3636",94.643,Springfield, OH, 45504,3636
Rocky River Middle School,Rocky River City,Cuyahoga,"Rocky River, OH, 44116-2408",105.234,Rocky River, OH, 44116,2408
Rocky River High School,Rocky River City,Cuyahoga,"Rocky River, OH, 44116-2431",103.160,Rocky River, OH, 44116,2431
Rogers High School,Toledo City,Lucas,"Toledo, OH, 43615-5164",50.267,Toledo, OH, 43615,5164
Roosevelt Elementary School,Lakewood City,Cuyahoga,"Lakewood, OH, 44107-4712",98.007,Lakewood, OH, 44107,4712
Hubbard Elementary School,Hubbard Exempted Village,Trumbull,"Hubbard, OH, 44425-2075",95.771,Hubbard, OH, 44425,2075
East Garfield Elementary School,Steubenville City,Jefferson,"Steubenville, OH, 43952-1812",108.567,Steubenville, OH, 43952,1812
Martin Luther King Academy for Boys Elementary School,Toledo City,Lucas,"Toledo, OH, 43607-1947",55.828,Toledo, OH, 43607,1947
Spring Hill Elementary,Springfield Local,Summit,"Akron, OH, 44312-3742",69.944,Akron, OH, 44312,3742
Roosevelt Elementary School,McDonald Local,Trumbull,"Mc Donald, OH, 44437-1606",89.186,Mc Donald, OH, 44437,1606
Theodore Roosevelt High School,Kent City,Portage,"Kent, OH, 44240-2334",86.860,Kent, OH, 44240,2334
Roosevelt Middle School,Springfield City School District,Clark,"Springfield, OH, 45503-2714",70.210,Springfield, OH, 45503,2714
Zanesville Middle School,Zanesville City,Muskingum,"Zanesville, OH, 43701-2405",59.169,Zanesville, OH, 43701,2405
Rootstown Elementary School,Rootstown Local,Portage,"Rootstown, OH, 44272-9697",98.728,Rootstown, OH, 44272,9697
Rootstown/Ward Davis Bldg High School,Rootstown Local,Portage,"Rootstown, OH, 44272-9697",83.195,Rootstown, OH, 44272,9697
Rootstown/Mabel Schnee Bldg Middle School,Rootstown Local,Portage,"Rootstown, OH, 44272-9697",87.018,Rootstown, OH, 44272,9697
Rose Hill Elementary School,Reynoldsburg City,Franklin,"Reynoldsburg, OH, 43068-1700",79.226,Reynoldsburg, OH, 43068,1700
Miller Ridge Elementary School,Middletown City,Butler,"Middletown, OH, 45042",90.879,Middletown, OH, 45042,
Roselawn Condon Elementary School,Cincinnati City,Hamilton,"Cincinnati, OH, 45237-1920",60.418,Cincinnati, OH, 45237,1920
Rosemore Middle School,Whitehall City,Franklin,"Whitehall, OH, 43213-3126",61.567,Whitehall, OH, 43213,3126
Clay Elementary School,Clay Local,Scioto,"Portsmouth, OH, 45662-8817",89.581,Portsmouth, OH, 45662,8817
Ross Middle School,Ross Local,Butler,"Hamilton, OH, 45013-9505",98.605,Hamilton, OH, 45013,9505
Ross High School,Ross Local,Butler,"Hamilton, OH, 45013-9505",91.743,Hamilton, OH, 45013,9505
Rossford High School,Rossford Exempted Village,Wood,"Rossford, OH, 43460-1250",79.075,Rossford, OH, 43460,1250
Rothenberg Preparatory Academy,Cincinnati City,Hamilton,"Cincinnati, OH, 45202-8905",49.778,Cincinnati, OH, 45202,8905
Upper Scioto Valley Elementary School,Upper Scioto Valley Local,Hardin,"Mc Guffey, OH, 45859",81.588,Mc Guffey, OH, 45859,
Conneaut Middle School,Conneaut Area City,Ashtabula,"Conneaut, OH, 44030",78.043,Conneaut, OH, 44030,
Rowland Elementary School,South Euclid-Lyndhurst City,Cuyahoga,"South Euclid, OH, 44121-3124",79.100,South Euclid, OH, 44121,3124
Roxboro Elementary School,Cleveland Heights-University Heights City,Cuyahoga,"Cleveland Heights, OH, 44106-3623",90.923,Cleveland Heights, OH, 44106,3623
Roxboro Middle School,Cleveland Heights-University Heights City,Cuyahoga,"University Heights, OH, 44118-3624",69.850,University Heights, OH, 44118,3624
Grace L Roxbury Elementary School,Solon City,Cuyahoga,"Solon, OH, 44139-4128",107.785,Solon, OH, 44139,4128
Royal Manor Elementary School,Gahanna-Jefferson City,Franklin,"Gahanna, OH, 43230-2411",90.902,Gahanna, OH, 43230,2411
Royal View Elementary School,North Royalton City,Cuyahoga,"North Royalton, OH, 44133-3837",101.832,North Royalton, OH, 44133,3837
Royalview Elementary School,Willoughby-Eastlake City,Lake,"Willowick, OH, 44095-4256",87.763,Willowick, OH, 44095,4256
Mayfair Elementary School,East Cleveland City School District,Cuyahoga,"East Cleveland, OH, 44112-3713",56.266,East Cleveland, OH, 44112,3713
Otsego Junior High,Otsego Local,Wood,"Bowling Green, OH, 43402",81.424,Bowling Green, OH, 43402,
Clay Middle School,Clay Local,Scioto,"Portsmouth, OH, 45662-8817",76.380,Portsmouth, OH, 45662,8817
Rushmore Elementary School,Huber Heights City,Montgomery,"Huber Heights, OH, 45424-2112",79.045,Huber Heights, OH, 45424,2112
Harry Russell Elementary School,West Carrollton City,Montgomery,"West Carrollton, OH, 45449-1701",76.636,West Carrollton, OH, 45449,1701
Russia Elementary School,Russia Local,Shelby,"Russia, OH, 45363-9811",100.674,Russia, OH, 45363,9811
Russia High School,Russia Local,Shelby,"Russia, OH, 45363-9811",95.083,Russia, OH, 45363,9811
Rutherford B Hayes High School,Delaware City,Delaware,"Delaware, OH, 43015-1272",82.210,Delaware, OH, 43015,1272
South Amherst Middle School,Firelands Local,Lorain,"South Amherst, OH, 44001-2924",69.152,South Amherst, OH, 44001,2924
South Avondale Elementary School,Cincinnati City,Hamilton,"Cincinnati, OH, 45229-2916",57.066,Cincinnati, OH, 45229,2916
South Elementary School,Upper Sandusky Exempted Village,Wyandot,"Upper Sandusky, OH, 43351-1506",91.487,Upper Sandusky, OH, 43351,1506
James A Harmon Elementary School,South-Western City,Franklin,"Grove City, OH, 43123-1209",79.841,Grove City, OH, 43123,1209
South Lebanon Elementary School,Kings Local,Warren,"Maineville, OH, 45039-8021",98.998,Maineville, OH, 45039,8021
Alliance Early Learning School at South Lincoln,Alliance City,Stark,"Alliance, OH, 44601-2872",NC,Alliance, OH, 44601,2872
Clyde Elementary School,Clyde-Green Springs Exempted Village,Sandusky,"Clyde, OH, 43410-2035",84.032,Clyde, OH, 43410,2035
South Mifflin STEM Academy (K-6),Columbus City,Franklin,"Columbus, OH, 43219-1303",62.910,Columbus, OH, 43219,1303
South Point Elementary School,South Point Local,Lawrence,"South Point, OH, 45680-9661",93.384,South Point, OH, 45680,9661
South Point High School,South Point Local,Lawrence,"South Point, OH, 45680-7465",75.275,South Point, OH, 45680,7465
South Point Middle School,South Point Local,Lawrence,"South Point, OH, 45680-7465",73.162,South Point, OH, 45680,7465
South Side Middle School,Columbiana Exempted Village,Columbiana,"Columbiana, OH, 44408-9499",98.427,Columbiana, OH, 44408,9499
Sabina Elementary School,East Clinton Local,Clinton,"Sabina, OH, 45169-1031",84.607,Sabina, OH, 45169,1031
Salem Junior High School,Salem City,Columbiana,"Salem, OH, 44460-1757",80.868,Salem, OH, 44460,1757
Salem Elementary School,Columbus City,Franklin,"Columbus, OH, 43229-4131",64.831,Columbus, OH, 43229,4131
Salem High School,Salem City,Columbiana,"Salem, OH, 44460-1757",75.495,Salem, OH, 44460,1757
Salem-Liberty Elementary School,Fort Frye Local,Washington,"Lower Salem, OH, 45745-8830",82.588,Lower Salem, OH, 45745,8830
Southern Local Elementary School,Southern Local,Columbiana,"Salineville, OH, 43945-1084",86.528,Salineville, OH, 43945,1084
Salt Creek Intermediate School,Logan Elm Local,Pickaway,"Kingston, OH, 45644-9616",85.890,Kingston, OH, 45644,9616
Sands Montessori Elementary School,Cincinnati City,Hamilton,"Cincinnati, OH, 45230-1437",95.643,Cincinnati, OH, 45230,1437
Chagrin Falls Intermediate Elementary School,Chagrin Falls Exempted Village,Cuyahoga,"Chagrin Falls, OH, 44022-3001",103.808,Chagrin Falls, OH, 44022,3001
Sandusky High School,Sandusky City,Erie,"Sandusky, OH, 44870-4740",63.843,Sandusky, OH, 44870,4740
Sandy Valley High School,Sandy Valley Local,Stark,"Magnolia, OH, 44643-8324",76.499,Magnolia, OH, 44643,8324
Sardinia Elementary School,Eastern Local,Brown,"Sardinia, OH, 45171",91.211,Sardinia, OH, 45171,
Sauder Elementary School,Jackson Local,Stark,"Massillon, OH, 44646-1108",104.648,Massillon, OH, 44646,1108
Crestview Elementary School,Crestview Local,Richland,"Ashland, OH, 44805-9262",77.584,Ashland, OH, 44805,9262
Saville Elementary School,Mad River Local,Montgomery,"Dayton, OH, 45431-2932",85.900,Dayton, OH, 45431,2932
Erie Intermediate School,Ashtabula Area City,Ashtabula,"Ashtabula, OH, 44004-9435",69.957,Ashtabula, OH, 44004,9435
Sayler Park Elementary School,Cincinnati City,Hamilton,"Cincinnati, OH, 45233-1119",75.744,Cincinnati, OH, 45233,1119
Schaefer Middle School,Springfield City School District,Clark,"Springfield, OH, 45505-1406",57.117,Springfield, OH, 45505,1406
Schrop Intermediate School,Springfield Local,Summit,"Akron, OH, 44312-4223",85.645,Akron, OH, 44312,4223
Schumacher Community Learning Cent,Akron City,Summit,"Akron, OH, 44320-2710",52.920,Akron, OH, 44320,2710
Scioto Elementary School,Teays Valley Local,Pickaway,"Commercial Point, OH, 43116-9712",101.432,Commercial Point, OH, 43116,9712
Scottwood Elementary School,Columbus City,Franklin,"Columbus, OH, 43227-3564",66.067,Columbus, OH, 43227,3564
Scranton School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44113-5135",55.000,Cleveland, OH, 44113,5135
Seaborn Elementary School,Weathersfield Local,Trumbull,"Mineral Ridge, OH, 44440-9590",94.741,Mineral Ridge, OH, 44440,9590
North Adams Elementary School,Adams County Ohio Valley Local,Adams,"Seaman, OH, 45679-9741",87.087,Seaman, OH, 45679,9741
North Adams High School,Adams County Ohio Valley Local,Adams,"Seaman, OH, 45679-9016",79.668,Seaman, OH, 45679,9016
Seiberling CLC,Akron City,Summit,"Akron, OH, 44305-2903",71.047,Akron, OH, 44305,2903
Madeira Middle School,Madeira City,Hamilton,"Madeira, OH, 45243-3143",106.881,Madeira, OH, 45243,3143
Cloverleaf Elementary School,Cloverleaf Local,Medina,"Seville, OH, 44273-9117",97.744,Seville, OH, 44273,9117
Shade Elementary School,West Carrollton City,Montgomery,"West Carrollton, OH, 45449-1359",NC,West Carrollton, OH, 45449,1359
Shady Lane Elementary School,Columbus City,Franklin,"Columbus, OH, 43227-2110",58.955,Columbus, OH, 43227,2110
Shadyside High School,Shadyside Local,Belmont,"Shadyside, OH, 43947-1319",70.551,Shadyside, OH, 43947,1319
Shaker Hts High School,Shaker Heights City,Cuyahoga,"Shaker Heights, OH, 44120-2505",80.509,Shaker Heights, OH, 44120,2505
Sharon Elementary School,Highland Local,Medina,"Sharon Center, OH, 44274-0179",106.562,Sharon Center, OH, 44274,0179
Sharonville Elementary School,Princeton City,Hamilton,"Cincinnati, OH, 45241-2623",85.272,Cincinnati, OH, 45241,2623
Sharpsburg Elementary School,Norwood City,Hamilton,"Norwood, OH, 45212-3346",88.371,Norwood, OH, 45212,3346
Shaw Elementary School,Beavercreek City,Greene,"Beavercreek, OH, 45431-2532",101.640,Beavercreek, OH, 45431,2532
Shaw High School,East Cleveland City School District,Cuyahoga,"East Cleveland, OH, 44112-2806",48.522,East Cleveland, OH, 44112,2806
Elmwood Elementary School,Shawnee Local,Allen,"Lima, OH, 45806-2027",NC,Lima, OH, 45806,2027
Shawnee Middle School,Shawnee Local,Allen,"Lima, OH, 45806-1434",96.710,Lima, OH, 45806,1434
Shawnee Elementary School,Xenia Community City,Greene,"Xenia, OH, 45385-1818",81.949,Xenia, OH, 45385,1818
Shawnee High School,Clark-Shawnee Local,Clark,"Springfield, OH, 45502-7947",87.451,Springfield, OH, 45502,7947
Preble Shawnee High School/Junior High School,Preble Shawnee Local,Preble,"Camden, OH, 45311-8720",71.473,Camden, OH, 45311,8720
Shawnee High School,Shawnee Local,Allen,"Lima, OH, 45806-1312",90.733,Lima, OH, 45806,1312
Brookside Middle School,Sheffield-Sheffield Lake City,Lorain,"Sheffield Village, OH, 44054-2624",81.508,Sheffield Village, OH, 44054,2624
Shelby Middle School,Shelby City,Richland,"Shelby, OH, 44875-2112",91.738,Shelby, OH, 44875,2112
Shelby High School,Shelby City,Richland,"Shelby, OH, 44875-2112",75.322,Shelby, OH, 44875,2112
Shenandoah High School,Noble Local,Noble,"Sarahsville, OH, 43779-9757",69.669,Sarahsville, OH, 43779,9757
Sheridan High School,Northern Local,Perry,"Thornville, OH, 43076-9757",81.501,Thornville, OH, 43076,9757
Sherman Elementary School,Toledo City,Lucas,"Toledo, OH, 43608-2831",46.398,Toledo, OH, 43608,2831
Sherman Elementary School,Mansfield City,Richland,"Mansfield, OH, 44906-1525",71.520,Mansfield, OH, 44906,1525
Sherwood Middle School,Columbus City,Franklin,"Columbus, OH, 43227-2110",45.939,Columbus, OH, 43227,2110
Shiloh Middle School,Plymouth-Shiloh Local,Richland,"Plymouth, OH, 44865-1099",87.694,Plymouth, OH, 44865,1099
Shiloh Middle School,Parma City,Cuyahoga,"Parma, OH, 44134-4075",74.983,Parma, OH, 44134,4075
Shoreland Elementary School,Washington Local,Lucas,"Toledo, OH, 43611-1418",84.844,Toledo, OH, 43611,1418
Shreve Elementary School,Triway Local,Wayne,"Shreve, OH, 44676-9767",96.712,Shreve, OH, 44676,9767
Shroder Paideia High School,Cincinnati City,Hamilton,"Cincinnati, OH, 45227-1439",51.380,Cincinnati, OH, 45227,1439
Walter G. Nord Middle School,Amherst Exempted Village,Lorain,"Amherst, OH, 44001-1569",96.028,Amherst, OH, 44001,1569
Sidney High School,Sidney City,Shelby,"Sidney, OH, 45365-2507",67.189,Sidney, OH, 45365,2507
Sidney Fenn Elementary School,Medina City SD,Medina,"Medina, OH, 44256-1969",103.441,Medina, OH, 44256,1969
Siebert Elementary School,Columbus City,Franklin,"Columbus, OH, 43206-2701",61.034,Columbus, OH, 43206,2701
Silver Lake Elementary School,Cuyahoga Falls City,Summit,"Silver Lake, OH, 44224-3042",97.089,Silver Lake, OH, 44224,3042
Rutherford B. Hayes Elementary School,Marion City,Marion,"Marion, OH, 43302-2856",64.455,Marion, OH, 43302,2856
Silverton Paideia Elementary School,Cincinnati City,Hamilton,"Cincinnati, OH, 45236-4160",67.279,Cincinnati, OH, 45236,4160
Skyvue Elementary School,Switzerland of Ohio Local,Monroe,"Graysville, OH, 45734-9797",78.597,Graysville, OH, 45734,9797
Smith Elementary School,Oakwood City,Montgomery,"Dayton, OH, 45419-2511",107.158,Dayton, OH, 45419,2511
Grindstone Elementary School,Berea City,Cuyahoga,"Berea, OH, 44017-2318",91.910,Berea, OH, 44017,2318
Chillicothe Middle School,Chillicothe City,Ross,"Chillicothe, OH, 45601-1658",72.771,Chillicothe, OH, 45601,1658
Smithville High School,Green Local,Wayne,"Smithville, OH, 44677",82.669,Smithville, OH, 44677,
Snowhill Elementary School,Springfield City School District,Clark,"Springfield, OH, 45504-1708",91.756,Springfield, OH, 45504,1708
Snyder Park Elementary School,Springfield City School District,Clark,"Springfield, OH, 45504-2907",70.086,Springfield, OH, 45504,2907
Solon High School,Solon City,Cuyahoga,"Solon, OH, 44139-4132",107.630,Solon, OH, 44139,4132
O H Somers Elementary School,Mogadore Local,Summit,"Mogadore, OH, 44260-1125",90.490,Mogadore, OH, 44260,1125
Somerset Elementary School,Northern Local,Perry,"Somerset, OH, 43783-9707",95.250,Somerset, OH, 43783,9707
JC Sommer Elementary School,South-Western City,Franklin,"Grove City, OH, 43123-3304",86.258,Grove City, OH, 43123,3304
South Central High School,South Central Local,Huron,"Greenwich, OH, 44837-9443",77.913,Greenwich, OH, 44837,9443
South Elementary School,Dover City,Tuscarawas,"Dover, OH, 44622-2160",87.429,Dover, OH, 44622,2160
South Elementary School,New Philadelphia City,Tuscarawas,"New Philadelphia, OH, 44663-9566",95.249,New Philadelphia, OH, 44663,9566
South Elementary School,Urbana City,Champaign,"Urbana, OH, 43078-2431",77.507,Urbana, OH, 43078,2431
Miller-South Visual Performing Arts,Akron City,Summit,"Akron, OH, 44307-1441",96.320,Akron, OH, 44307,1441
South High School,Columbus City,Franklin,"Columbus, OH, 43206-2876",48.519,Columbus, OH, 43206,2876
South High School,Willoughby-Eastlake City,Lake,"Willoughby, OH, 44094-5637",80.915,Willoughby, OH, 44094,5637
Lima South Science-Technology Magnet K-8,Lima City,Allen,"Lima, OH, 45804-1552",77.971,Lima, OH, 45804,1552
Mt Healthy Junior High School,Mt Healthy City,Hamilton,"Cincinnati, OH, 45231-2323",59.199,Cincinnati, OH, 45231,2323
Vermilion Elementary School,Vermilion Local,Erie,"Vermilion, OH, 44089-1209",97.683,Vermilion, OH, 44089,1209
Southdale Elementary School,Kettering City School District,Montgomery,"Kettering, OH, 45409-1307",95.396,Kettering, OH, 45409,1307
Crestline Elementary School,Crestline Exempted Village,Crawford,"Crestline, OH, 44827-9404",75.413,Crestline, OH, 44827,9404
Southeast High School,Southeast Local,Portage,"Ravenna, OH, 44266-9242",79.283,Ravenna, OH, 44266,9242
Bellefontaine Elementary School,Bellefontaine City,Logan,"Bellefontaine, OH, 43311-2515",NC,Bellefontaine, OH, 43311,2515
Southeastern Sr. High School,Southeastern Local,Clark,"South Charleston, OH, 45368-0826",82.888,South Charleston, OH, 45368,0826
Southeastern High School,Southeastern Local,Ross,"Chillicothe, OH, 45601-9092",70.531,Chillicothe, OH, 45601,9092
Southern High School,Southern Local,Meigs,"Racine, OH, 45771-8902",65.486,Racine, OH, 45771,8902
